Index,Name,Date,Longitude,Latitude,Navy,Description,Cause
3029,Okhotnik,26/09/1917,57.821879, 22.115658, Imperial Russian Navy , World War I: The General Kondratenko -class destroyer struck a mine and sank in the Iber Strait.,mine
3030,HM CMB-8,27/09/1917,68.561772,0.763606, Royal Navy , The Coastal Motor Boat was lost on this date.,unspecified
3031,Greltoria,27/09/1917,54.4091227157924,-0.352998499957648, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the North Sea 3 nautical miles (5.6 km) north west by north of Flamborough Head , Yorkshire by SM UB-34 ( Kaiserliche Marine ). Her crew survived.",submarine
3032,Elmsgarth,29/09/1917,56.0918010242653,-8.90096803170085, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 50 nautical miles (93 km) north west of Tory Island , County Donegal by SM U-61 ( Kaiserliche Marine ). Her crew survived.",submarine
3033,Percy B.,29/09/1917,46.0785472441853,-9.80420392318587, United Kingdom ," World War I: The schooner was shelled and sunk in the Atlantic Ocean 180 nautical miles (330 km) north by west of Cape Villano , Spain by SM U-60 ( Kaiserliche Marine ). Her crew survived.",submarine
3034,HMT Charlsin,30/09/1917,31.5155252,27.231977, Royal Navy ," World War I: The naval trawler was scuttled in the Mediterranean Sea 8 nautical miles (15 km) north of Mersa Matruh , Egypt by SM UC-74 ( Kaiserliche Marine ). Her crew survived.",submarine
3035,Midlothian,30/09/1917,33.695108,34.1250000048458, United Kingdom ," World War I: The cargo ship was shelled and sunk in the Mediterranean Sea 80 nautical miles (150 km) south of Cape Greco , Cyprus by SM U-73 ( Kaiserliche Marine ). Her crew survived, but three of them were taken as prisoners of war.",submarine
3036,Nicolosa,30/09/1917,34.468537, 33.295532, Greece , World War I: The sailing vessel was sunk in the Mediterranean Sea off Cyprus by SM U-73 ( Kaiserliche Marine ).,submarine
3037,SM U-66,Unknown date 1917,55.00528,2.3425, Kaiserliche Marine , World War I: The Type U 66 submarine is believed to have struck a mine and sank in the North Sea off the Dogger Bank on or after 3 September with the loss of all 40 crew.,mine
3038,SM UB-32,Unknown date 1917,68.561772,0.763606, Kaiserliche Marine , World War I : The Type UB II submarine was lost after 17 September. She may have been bombed and sunk on 22 September by Royal Naval Air Service aircraft.,unspecified
3039,Carrabin,01/10/1917,51.703283, -8.323417, United Kingdom , World War I : The barque was torpedoed and sunk in the Atlantic Ocean south of Daunt Rock by SM U-96 ( Kaiserliche Marine ). Her crew survived.,submarine
3040,Ludovicos,01/10/1917,34.62911936,32.75111000042, United Kingdom ," World War I: The sailing vessel was scuttled in the Mediterranean Sea 7 nautical miles (13 km) south of Pissouri , Cyprus by SM U-73 ( Kaiserliche Marine ).",submarine
3041,Mersario,01/10/1917,36.0650539089933,-7.3365824575239, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean (86 nautical miles (159 km) west by north of Cape Spartel , Morocco by SM U-39 ( Kaiserliche Marine ) with the loss of three crew.",submarine
3042,HMS Drake,02/10/1917,55.36167,-6.358333, Royal Navy ," World War I: The Drake -class cruiser was torpedoed and sunk off Rathlin Island , County Antrim by SM U-79 ( Kaiserliche Marine ) with the loss of eighteen of her 900 crew.",submarine
3043,Imera,02/10/1917,39.791111, 18.360146, Italy ," World War I: The cargo ship was torpedoed and sunk in the Ionian Sea off Santa Maria di Leuca , Lecce by SM UB-48 ( Kaiserliche Marine ).",submarine
3044,Lugano,02/10/1917,51.4228452278133,-4.2435447719754, United Kingdom ," World War I: The cargo ship struck a mine and sank in the Atlantic Ocean 2 nautical miles (3.7 km) south west of Bull Point, County Antrim . Her crew survived.",mine
3045,Willing Boys,02/10/1917,56,3, United Kingdom , World War I: The fishing smack struck a mine and sank in the North Sea with the loss of five of her crew.,mine
3046,Annie F. Conlon,03/10/1917,49.9712633468934,-6.37904534593399, United States ," World War I : The sailing vessel was damaged in the Atlantic Ocean 15 nautical miles (28 km) south east of the Isles of Scilly , United Kingdom by SM UC-47 ( Kaiserliche Marine ). Her crew survived, but she was subsequently declared a constructive total loss.",submarine
3047,Giuseppe Ferrante,03/10/1917,42.340241, 10.884522, Italy , World War I: The sailing vessel was sunk in the Tyrrhenian Sea off Isola del Giglio by SM UC-35 ( Kaiserliche Marine ).,submarine
3048,Hurst,03/10/1917,51.7055231538396,-5.32033892690487, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in St. George's Channel 2.25 nautical miles (4.17 km) west by north of Skokholm , Pembrokeshire by SM U-96 ( Kaiserliche Marine ). Her crew survived.",submarine
3049,Memling,03/10/1917,48.45472,-4.724167, United Kingdom ," World War I: The 7,307-grt cargo ship was torpedoed and sunk in the Bay of Biscay off Brest , Finistère , France by an unknown Kaiserlich Marine submarine.",torpedo
3050,Tasmania,03/10/1917,50.2352799992731,-3.9144332, Italy ," World War I: The cargo ship was sunk in the English Channel 8 nautical miles (15 km) west of Prawle Point , Devon , United Kingdom by SM UC-65 ( Kaiserliche Marine ).",submarine
3051,Bygdønes,04/10/1917,33.8136142248584,-17.0808342344527, Norway ," World War I : The cargo ship was captured in the Atlantic Ocean by SM U-151 ( Kaiserliche Marine ). She was scuttled the next day 65 nautical miles (120 km) north west of Porto Santo Island , Madeira , Portugal. Her crew survived.",submarine
3052,Citta di Bari,04/10/1917,39.25222,20.30861, Italy ," World War I: The passenger ship was sunk in the Ionian Sea 37 nautical miles (69 km) off Paxos , Greece by SM UB-48 ( Kaiserliche Marine ).",submarine
3053,USS Rehoboth,04/10/1917,50.13334,-1.266667, United States Navy ," The patrol vessel sprang a leak in the English Channel . Her crew were rescued by HMS Castor ( Royal Navy , which scuttled the ship.",scuttled
3054,Rupee,04/10/1917,51.52292632,-4.722222, United Kingdom ," World War I: The fishing smack was shelled and sunk in the Bristol Channel 10 nautical miles (19 km) north of Lundy Island , Devon by SM U-96 ( Kaiserliche Marine ) with the loss of four crew.",submarine
3055,Young Clifford,04/10/1917,51.54992416,-4.722222, United Kingdom , World War I: The fishing smack was shelled and sunk in the Bristol Channel 12 nautical miles (22 km) north of Lundy Island by SM U-96 ( Kaiserliche Marine ). Her crew survived.,submarine
3056,SM UB-41,05/10/1917,54.26889,-0.4002778, Kaiserliche Marine ," World War I: The Type UB II submarine struck a mine and sank in the North Sea off Scarborough , Yorkshire , United Kingdom with the loss of all 22 crew.",mine
3057,Bedale,06/10/1917,51.7819091194511,-7.39306732301207, United Kingdom ," World War I : The collier was torpedoed and sunk in the Atlantic Ocean 25 nautical miles (46 km) south east by south of Mine Head , Cornwall by SM U-96 ( Kaiserliche Marine ) with the loss of three of her crew.",submarine
3058,Civilian,06/10/1917,31.43919984,29.90278, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea 15 nautical miles (28 km) north of Alexandria , Egypt by SM UC-74 ( Kaiserliche Marine ) with the loss of two of her crew.",submarine
3059,Lamartine,06/10/1917,49.2841902863414,-6.03136870737663, France ," World War I: The barquentine was shelled and sunk in the Atlantic Ocean 60 nautical miles (110 km) south west of The Lizard , Cornwall by SM UC-69 ( Kaiserliche Marine ).",submarine
3060,SMS T54,06/10/1917,55.98944,17.76028, Kaiserliche Marine , World War I: The S7 -class torpedo boat struck a mine and sank in the Baltic Sea with the loss of seven of her crew.,mine
3061,SM U-106,07/10/1917,54.19483672,5.416111, Kaiserliche Marine ," World War I: The Type U 93 submarine struck a mine and sank in the North Sea 40 nautical miles (74 km) north of Terschelling , Friesland , Netherlands with the loss of all 41 crew.",mine
3062,HMT Ben Heilem,08/10/1917,68.561772,0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
3063,Greldon,08/10/1917,53.1675503798153,-5.88163674226887, United Kingdom , World War I: The cargo ship was torpedoed and sunk in St. George's Channel 7 nautical miles (13 km) east north east of the North Arklow Lightship ( United Kingdom ) by SM U-96 ( Kaiserliche Marine ) with the loss of 28 crew.,submarine
3064,Memphian,08/10/1917,53.1675503798153,-5.88163674226887, United Kingdom , World War I: The cargo liner was torpedoed and sunk in St. George's Channel 7 nautical miles (13 km) east north east of the North Arklow Lightship ( United Kingdom ) by SM U-96 ( Kaiserliche Marine ) with the loss of 32 crew.,submarine
3065,Richard de Larrinaga,08/10/1917,51.6478963468934,-7.80728334593399, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 15 nautical miles (28 km) south east of Ballycottin Island by SM U-57 ( Kaiserliche Marine ) with the loss of 35 crew.,submarine
3066,Main,09/10/1917,54.808537, -5.103445, United Kingdom ," World War I: The coaster was shelled and sunk in Luce Bay 1.5 nautical miles (2.8 km) east of Drummore , Wigtownshire by SM UC-75 ( Kaiserliche Marine ) with the loss of twelve of her crew. She was refloated on 7 August 1920, repaired, and returned to service in August 1922.",submarine
3067,Nervier,09/10/1917,59.31306,-2.951667, Belgium ," World War I: The cargo ship was torpedoed, shelled and damaged off the Orkney Islands by SM U-101 ( Kaiserliche Marine ). She sank on 12 October with loss of all hands.",submarine
3068,Niki,09/10/1917,36.771977, 22.672429, Greece , World War I: The coaster was sunk in the Ionian Sea 30 nautical miles (56 km) north of Cape Matapan by SM UB-48 ( Kaiserliche Marine ). Her crew survived.,submarine
3069,Peshawur,09/10/1917,54.4839451253434,-5.46366412489792, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Irish Sea 7 nautical miles (13 km) south east of Ballyquintin Point , County Down by SM U-96 ( Kaiserliche Marine ) with the loss of eleven of her crew.",submarine
3070,Carl,10/10/1917,50.535056, -5.029328, Kaiserliche Marine ," The three-masted sailing ship was beached and abandoned in Constantine Bay , north Cornwall while being towed to London during a storm.",ran aground
3071,HMS Bostonian,10/10/1917,49.7569992348039,-3.66578163484248, Royal Navy , World War I : The escort ship was torpedoed and sunk in the English Channel 34 nautical miles (63 km) south by east of Start Point by SM U-53 ( Kaiserliche Marine ) with the loss of four crew.,submarine
3072,Gowrie,10/10/1917,49.8479497499072,-1.45121725038977, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 14 nautical miles (26 km) north east of Cherbourg , Seine-Maritime , France by SM U-53 ( Kaiserliche Marine ). Her crew survived.",submarine
3073,HMT Waltham,10/10/1917,68.561772,0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
3074,Baychattan,11/10/1917,50.23528,-3.779444, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 0.5 nautical miles (930 m) south south west of Prawle Point , Devon by SM UC-50 ( Kaiserliche Marine ). Her crew survived.",submarine
3075,Joshua,11/10/1917,50.61889,-1.118889, United Kingdom , World War I: The sailing vessel was scuttled in the English Channel west of the Isle of Wight by SM UB-57 ( Kaiserliche Marine ) with the loss of three crew.,submarine
3076,HMY Kethailes,11/10/1917,52.589156, -6.135143, Royal Navy , The naval yacht collided with another vessel and sank in the Irish Sea off the Blackwater Lightship ( United Kingdom ).,collision
3077,Panormitis,11/10/1917,31.997139, 29.739298, France , World War I: The sailing vessel was sunk in the Mediterranean Sea off the coast of Egypt by SM UC-74 ( Kaiserliche Marine ). Her crew survived.,submarine
3078,Cape Corso,12/10/1917,52.030959, -5.078052, United Kingdom ," World War I : The cargo ship was torpedoed and damaged in the Irish Sea 9 nautical miles (17 km) off the St. Govan Lightship ( United Kingdom ) by SM U-57 ( Kaiserliche Marine ) with the loss of thirteen crew. Although she subsequently broke her back, she was repaired and returned to service.",submarine
3079,Georgios Markettos,12/10/1917,52.030959, -5.078052, Greece , World War I: The cargo ship was sunk in the Irish Sea 4 nautical miles (7.4 km) off the St. Govan Lightship ( United Kingdom ) by SM U-57 ( Kaiserliche Marine ). Her crew survived.,submarine
3080,Peebles,12/10/1917,54.36722,-0.325, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the North Sea 14 nautical miles (26 km) off Flamborough Head , Yorkshire by SM UB-18 ( Kaiserliche Marine ). Her crew survived.",submarine
3081,W. M. Barkley,12/10/1917,53.33028000021,-5.93800936, United Kingdom , World War I: The coaster was torpedoed and sunk in the Irish Sea 7 nautical miles (13 km) east of the Kish Lightship ( United Kingdom ) by SM UC-75 ( Kaiserliche Marine ) with the loss of four of her crew.,submarine
3082,Diu,13/10/1917,52.24861,-6.323611, Portugal ," World War I: The cargo ship was sunk in the Atlantic Ocean 4 nautical miles (7.4 km) off the Tuskar Rock, Ireland by SM U-57 ( Kaiserliche Marine ).",submarine
3083,Eskmere,13/10/1917,53.5080985087,-5.18641001734398, United Kingdom ," World War I: The collier was torpedoed and sunk in the Irish Sea 15 nautical miles (28 km) west north west of South Stack , Anglesey by SM UC-75 ( Kaiserliche Marine ) with the loss of 20 of her crew.",submarine
3084,Woodburn,13/10/1917,49.9485346693787,-5.2957536691868, United Kingdom ," World War I: The cargo ship was torpedoed and damaged in the English Channel 3 nautical miles (5.6 km) south east of The Lizard , Cornwall by SM U-62 ( Kaiserliche Marine ). She was beached at Falmouth . Later refloated, repaired and returned to service.",submarine
3085,Castro,14/10/1917,49.0671407614168,-4.41789936824581, Greece ," World War I: The cargo ship was sunk in the Atlantic Ocean 10 nautical miles (19 km) north north east of Brignogan , Finistère by SM UC-48 ( Kaiserliche Marine ). Her crew survived.",submarine
3086,HMT Clyde,14/10/1917,50.677376, -3.237662, Royal Navy ," The naval trawler collided with another vessel and sank in the English Channel off Sidmouth , Devon.",collision
3087,Grom,14/10/1917,57.466845, 23.701158, Imperial Russian Navy , The Azard -class destroyer was shelled and damaged in the Gulf of Riga by SMS V100 ( Kaiserliche Marine ) and was abandoned. She was taken in tow by V100 but consequently foundered.,shelled
3088,Lido G.,14/10/1917,32.424907, 15.127407, United Kingdom ," World War I: The coaster was sunk in the Mediterranean Sea north east of Misrata , Libya by SM UC-73 ( Kaiserliche Marine ).",submarine
3089,SM UC-62,14/10/1917,51.35,3.2, Kaiserliche Marine ," World War I: The Type UC II submarine struck a mine and sank in the North Sea off Zeebrugge , West Flanders , Belgium with the loss of all 26 crew.",mine
3090,HMT Active III,15/10/1917,51.713587, -5.392453, Royal Navy ," World War I : The naval trawler struck a mine and sank in the Irish Sea between Grassholm and Skokholm , Pembrokeshire with the loss of all ten crew.",mine
3091,USS Cassin,15/10/1917,51.79313664,-7.62305499880469, United States Navy ," World War I: Action of 15 October 1917 : The Cassin -class destroyer was torpedoed and damaged in the Atlantic Ocean 20 nautical miles (37 km) south of Mine Head , County Cork , United Kingdom by SM U-61 ( Kaiserliche Marine ) with the loss of a crew member. She was taken in tow by HMS Snowdrop ( Royal Navy ). Subsequently repaired and returned to service.",submarine
3092,Hartburn,15/10/1917,50.55484368,-2.11666699938619, United Kingdom ," World War I: The cargo ship struck a mine and sank in the English Channel 10 nautical miles (19 km) south of Anvil Point , Dorset with the loss of three of her crew.",mine
3093,Hovde,15/10/1917,48.8828190374764,-4.14254703907545, Norway ," World War I: The cargo ship was sunk in the Atlantic Ocean 11 nautical miles (20 km) north west of the Île de Batz , Finistère , France by SM UC-48 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
3094,SMS Eber,16/10/1917,-13.031701, -38.456043, Kaiserliche Marine ," World War I : The gunboat was scuttled at Salvador, Bahia , Brazil.",scuttled
3095,SMS T56,16/10/1917,55.98944,17.76028, Kaiserliche Marine , The S7 -class torpedo boat ran aground and sank in the Baltic Sea.,ran aground
3096,Habil,17/10/1917,60.61528,-1.407222, Norway ," World War I: Action off Lerwick : The coaster was shelled and sunk in the North Sea off Lerwick , Shetland Islands , United Kingdom by SMS Bremse and SMS Brummer ) (both Kaiserliche Marine ).",shelled
3097,Kristine,17/10/1917,60.22417,-1.281389, Norway , World War I: Action off Lerwick : The coaster was shelled and sunk in the North Sea off Lerwick by SMS Bremse and SMS Brummer ) (both Kaiserliche Marine ) with the loss of ten of her eleven crew.,shelled
3098,HMT Jean,17/10/1917,35.141751, 16.913156, Royal Navy , The naval trawler was lost in the Mediterranean Sea on this date.,unspecified
3099,Manchuria,17/10/1917,48.6536099946696,-6.2740878, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 60 nautical miles (110 km) west of Ouessant , Finistère , France by SM U-53 ( Kaiserliche Marine ) with the loss of 26 crew.",submarine
3100,HMS Mary Rose,17/10/1917,60.22417,-1.281389, Royal Navy , World War I: Action off Lerwick : The M -class destroyer was shelled and sunk in the North Sea off Lerwick by SMS Bremse and SMS Brummer (both Kaiserliche Marine ) with the loss of 88 of her 98 crew.,shelled
3101,Silja,17/10/1917,60.22417,-1.281389, Norway , World War I: Action off Lerwick : The cargo ship was shelled and sunk in the North Sea off Lerwick by SMS Bremse and SMS Brummer ) (both Kaiserliche Marine ).,shelled
3102,Slava,17/10/1917,58.649042, 22.662316, Imperial Russian Navy , World War I: Battle of Moon Sound : The Borodino -class battleship was scuttled in Moon Sound . The wreck was scrapped in 1935.,scuttled
3103,Sørhaug,17/10/1917,60.22417,-1.281389, Norway , World War I: Action off Lerwick : The cargo ship was shelled and sunk in the North Sea off Lerwick by SMS Bremse and SMS Brummer ) (both Kaiserliche Marine ).,shelled
3104,HMS Strongbow,17/10/1917,60.22417,-1.281389, Royal Navy , World War I: Action off Lerwick : The R-class destroyer was shelled and sunk in the North Sea off Lerwick by SMS Bremse and SMS Brummer (both Kaiserliche Marine ) with the loss of 47 of her crew.,shelled
3105,Amsteldam,18/10/1917,54.46621208,-0.325, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the North Sea 6 nautical miles (11 km) north of Flamborough Head , Yorkshire by SM UB-21 ( Kaiserliche Marine ) with the loss of four of her crew.",submarine
3106,Anna Scotto,18/10/1917,36.61889,15.06889, Italy ," World War I: The coaster struck a mine and sank in the Mediterranean Sea off Capo Isole delle Correnti, Sicily.",mine
3107,Cadmus,18/10/1917,54.0406446299642,-0.260040118875741, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the North Sea 20 nautical miles (37 km) south by east of Flamborough Head by SM UC-47 ( Kaiserliche Marine ). Her crew survived.,submarine
3108,HMT Comrades,18/10/1917,49.93861,0.4108333, Royal Navy ," World War I: The naval trawler struck a mine and sank in the English Channel off Cap d'Antifer , Seine-Maritime , France by SM UC-65 ( Kaiserliche Marine ). Her crew survived.",mine
3109,Lorenzo,18/10/1917,36.165830, -5.535278, Italy , World War I: The cargo ship was sunk in the Atlantic Ocean west of Gibraltar by SM U-35 ( Kaiserliche Marine ). Her crew survived.,submarine
3110,SMS S64,18/10/1917,55.98944,17.76028, Kaiserliche Marine , World War I: The V25 -class destroyer struck a mine and sank in the Baltic Sea.,mine
3111,SMS T66,18/10/1917,57.466845, 23.701158, Kaiserliche Marine , World War I: The S66 -class torpedo boat struck a mine and sank in the Gulf of Riga.,mine
3112,Cupica,19/10/1917,49.9054015254662,-7.78408622753426, United Kingdom ," World War I: The auxiliary barque was shelled and sunk in the Atlantic Ocean 75 nautical miles (139 km) west by south of the Bishop Rock, Isles of Scilly by SM U-107 and SM UC-79 (both Kaiserliche Marine ). Her crew survived.",submarine
3113,Eldra,19/10/1917,50.3577567861957,1.06515521012646, United Kingdom ," World War I: The barquentine was scuttled in the English Channel 25 nautical miles (46 km) north west of Le Tréport , Seine-Maritime , France by SM UC-77 ( Kaiserliche Marine ). Her crew survived.",submarine
3114,Hazelwood,19/10/1917,50.5934345797152,-2.09033191305773, United Kingdom ," World War I: The cargo ship struck a mine and sank in the English Channel 8 nautical miles (15 km) south by east of Anvil Point , Dorset with the loss of 32 of her crew.",mine
3115,Ikoma Maru,19/10/1917,32.53472,-9.283611, Japan ," World War I: The cargo ship was sunk in the Atlantic Ocean 30 nautical miles (56 km) off Cap Cantin , Morocco by SM U-35 ( Kaiserliche Marine ). Her crew survived.",submarine
3116,J. L. Luckenbach,19/10/1917,49.55917,0.3305556, United States ," World War I: The ocean liner was torpedoed and damaged in the Atlantic Ocean by SM U-62 ( Kaiserliche Marine ). She was escorted to Le Havre , Seine-Maritime , France by USS Nicholson ( United States Navy ). Subsequently repaired and returned to service.",submarine
3117,Slavonic,19/10/1917,60.22417,-1.281389, Russia ," World War I: The cargo ship struck a mine and sank in the North Sea off Lerwick , Shetland Islands , United Kingdom.",mine
3118,Teespool,19/10/1917,50.2986906693787,-3.5233406691868, United Kingdom ," World War I: The cargo ship was damaged in the English Channel 3 nautical miles (5.6 km) south east of Dartmouth, Devon by SM UB-38 ( Kaiserliche Marine ) with the loss of four of her crew. She was beached but was later refloated.",submarine
3119,Waikawa,19/10/1917,50.338544677741,-3.7148635455992, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 4 nautical miles (7.4 km) east north east of Start Point, Devon by SM UB-31 ( Kaiserliche Marine ). Her crew survived.",submarine
3120,Wellington,19/10/1917,50.4248974695268,-2.41908295891643, United Kingdom , World War I: the cargo ship was torpedoed and damaged in the English Channel 5 nautical miles (9.3 km) south south east of Portland Bill by SM UB-40 ( Kaiserliche Marine ). She was taken in tow by HMT Flo Johnson ( Royal Navy and beached at Portland. Later repaired and returned to service.,submarine
3121,Algarve,20/10/1917,50.3240433456142,-2.62928765278678, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the English Channel 15 nautical miles (28 km) south west of Portland Bill , Dorset by SM UB-38 ( Kaiserliche Marine ) with the loss of 21 of her crew.",submarine
3122,Colorado,20/10/1917,50.3130600000452,-3.751191016, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 1.5 nautical miles (2.8 km) east of Start Point, Devon by SM UB-31 ( Kaiserliche Marine ) with the loss of four crew.",submarine
3123,Leander,20/10/1917,54.4212626289057,-0.302614810189356, Norway ," World War I: The cargo ship was sunk in the North Sea 3.5 nautical miles (6.5 km) north north east of Flamborough Head , Yorkshire , United Kingdom by SM UB-57 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
3124,Nitedal,20/10/1917,54.3417353224799,-0.26347454550772, Norway , World War I: The cargo ship was sunk in the North Sea 4 nautical miles (7.4 km) east south east of Flamborough Head by SM UB-57 ( Kaiserliche Marine ) with the loss of twelve crew.,submarine
3125,HMT Thomas Stratten,20/10/1917,58.75555,-6.448333, Royal Navy ," World War I: The naval trawler struck a mine and sank in the Atlantic Ocean off the Butt of Lewis , Outer Hebrides with the loss of eight crew.",mine
3126,Virginia Gentile,20/10/1917,36.33333,14.66667, Italy , World War I: The sailing vessel was scuttled in the Malta Channel by SM UC-25 ( Kaiserliche Marine ).,submarine
3127,HMT Vitality,20/10/1917,52.56861,1.800833, Royal Navy ," World War I: The naval trawler struck a mine and sank in the North Sea off Lowestoft , Suffolk with the loss of two of her crew.",mine
3128,Anglo Dane,21/10/1917,60.175,-1.1975, Denmark ," World War I : The coaster struck a mine and sank in the North Sea 0.75 nautical miles (1.39 km) off the Bressay Lighthouse , Shetland Islands , United Kingdom with the loss of a crew member.",mine
3129,Bunty,21/10/1917,54.73306,-0.8111111, United Kingdom ," World War I: The tug struck a mine and sank in the North Sea off Whitby , Yorkshire with the loss of five of her crew.",mine
3130,Flynderborg,21/10/1917,60.1393646693787,-1.1618646691868, Denmark , World War I: The cargo ship was torpedoed and sunk in the North Sea 3 nautical miles (5.6 km) south east of the Bressay Lighthouse by SM UC-40 ( Kaiserliche Marine ). Her crew survived.,submarine
3131,HMS Marmion,21/10/1917,60.61528,-1.407222, Royal Navy , The Admiralty M -class destroyer collided with HMS Tirade ( Royal Navy ) and sank off the Shetland Islands.,collision
3132,Tom Roper,21/10/1917,50.0054327282247,-3.64896561074278, United Kingdom , World War I: The topsail schooner was scuttled in the English Channel 20 nautical miles (37 km) south south east of Start Point by SM UC-79 ( Kaiserliche Marine ) with the loss of a crew member.,submarine
3133,HMS C32,22/10/1917,57.466845, 23.701158, Royal Navy , World War I : The C -class submarine ran aground in the Gulf of Riga and was scuttled.,ran aground
3134,Novillo,22/10/1917,54.4199892,-0.5202778, Denmark ," World War I: The cargo ship was sunk in the North Sea 8 nautical miles (15 km) north of Scarborough , Yorkshire , United Kingdom by SM UB-57 ( Kaiserliche Marine ) with the loss of four crew.",submarine
3135,Zillah,22/10/1917,69.6524487882973,34.4677187877719, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Barents Sea 25 nautical miles (46 km) north east of Kildin Island , Russia by SM U-46 ( Kaiserliche Marine ) with the loss of eighteen crew.",submarine
3136,Tredegar Hall,23/10/1917,54.3386358346734,-0.255991719961361, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the North Sea 4.5 nautical miles (8.3 km) east south east of Flamborough Head by SM UB-57 ( Kaiserliche Marine ) with the loss of three of her crew.,submarine
3137,Novington,24/10/1917,60.615280001486,-0.57928824, United Kingdom ," World War I: The cargo ship was torpedoed and damaged in the North Sea 25 nautical miles (46 km) east of Bard Island, Shetland Islands by SM UC-40 ( Kaiserliche Marine ). She was beached but was later refloated.",submarine
3138,Woron,24/10/1917,60.8096075765946,-0.695951424456124, Russia ," World War I: The cargo ship was torpedoed and sunk in the North Sea 25 nautical miles (46 km) north east of Lerwick , Shetland Islands by SM UC-40 ( Kaiserliche Marine ).",submarine
3139,SMS A32,25/10/1917,55.98944,17.76028, Kaiserliche Marine , The A25 -class torpedo boat ran aground and sank in the Baltic Sea.,ran aground
3140,Erviken,25/10/1917,36.7201304559647,-2.17179945571112, Norway ," World War I : The cargo ship was torpedoed and sunk in the Mediterranean Sea 4 nautical miles (7.4 km) south east of Cabo de Gata , Spain by SM U-64 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
3141,Fannie Prescott,25/10/1917,31.837894, -9.618694, United States ," World War I: The schooner was sunk in the Atlantic Ocean 50 nautical miles (93 km) south of Cape Cantin , Morocco by SM U-35 ( Kaiserliche Marine ).",submarine
3142,Gefion,25/10/1917,50.3018125864706,-3.58639341374637, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 10 nautical miles (19 km) north east of Berry Head , Devon by SM UB-40 ( Kaiserliche Marine ) with the loss of two of her crew.",submarine
3143,Ness,25/10/1917,36.5842988279268,-2.0948558266247, United Kingdom , World War I: The cargo ship was shelled and sunk in the Mediterranean Sea 10 nautical miles (19 km) south east of Cabo de Gata by SM U-64 ( Kaiserliche Marine ) with the loss of two of her crew.,submarine
3144,Sheaf Blade,25/10/1917,36.6465269318875,-2.2166734293976, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea 13 nautical miles (24 km) south east by south of Cabo de Gata by SM U-64 ( Kaiserliche Marine ) with the loss of two of her crew.,submarine
3145,Wearside,25/10/1917,51.85361,1.812222, United Kingdom , World War I: The cargo ship struck a mine and sank in the North Sea 3 nautical miles (5.6 km) off the Sunk Lightship ( United Kingdom ). Her crew survived.,mine
3146,SMS T65,26/10/1917,55.98944,17.76028, Kaiserliche Marine , World War I: The S7 -class torpedo boat struck a mine and sank in the Baltic Sea.,mine
3147,Lady Helen,27/10/1917,54.57361,-0.6069444, United Kingdom ," World War I: The coaster was sunk in the North Sea off Robin Hood's Bay , Yorkshire by SM UB-34 ( Kaiserliche Marine ) with the loss of seven of her crew.",submarine
3148,Baron Balfour,28/10/1917,68.9691592,37.58805, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the Barents Sea 8 nautical miles (15 km) north of Sem Island , Russia by SM U-46 ( Kaiserliche Marine ). Her crew survived.",submarine
3149,Redesmere,28/10/1917,50.5388663705972,-1.38762175640573, United Kingdom ," World War I: The collier was torpedoed and sunk in the English Channel 6 nautical miles (11 km) west south west of St. Catherine's Point , Isle of Wight by SM UB-40 ( Kaiserliche Marine ) with the loss of nineteen of her crew.",submarine
3150,La Epoca,29/10/1917,45.2769866912284,-1.63607530557356, Uruguay ," World War I: The barque was scuttled in the Bay of Biscay 30 nautical miles (56 km) south west of the Cordouan Lighthouse , Gironde , France by SM U-93 ( Kaiserliche Marine ).",submarine
